Intestazione File:
317693,390264,152175,6213
317708,390333,164574,6213
317624,390385,167990,6213
317683,390367,160468,6213
317712,390377,152848,6213
317629,390437,140485,6213
317699,390425,138852,6213
317700,390450,154687,6213
317678,390494,169858,6214
317696,390426,187136,6214
317715,390462,196014,6214
317719,390479,192944,6214
317708,390568,182322,6214
317692,390492,166022,6214
317722,390559,144987,6214
317782,390624,136586,6214
317754,390582,152890,6215
317779,390613,165178,6215
317812,390651,168067,6215
317748,390532,161654,6215
317764,390667,150426,6215
317773,390672,137374,6215
317746,390613,139975,6215
317848,390713,155847,6215
317764,390760,171131,6216
317854,390828,188709,6216
317797,390780,197733,6216
317873,390872,193244,6216
317833,390783,182022,6216
317868,390943,167051,6216
317841,390838,147047,6216
317881,390878,132194,6216
317812,390864,149246,6217
317809,391032,164455,6217
317895,391000,168284,6217
317943,390973,163449,6217
317832,391020,152960,6217
317928,391099,137651,6217
317905,391046,144131,6217
317968,391087,159143,6217
317882,391115,171979,6218
317902,391216,188329,6218
317913,391102,196685,6218
317918,391139,191929,6218
317923,391216,181581,6218
317951,391167,166207,6218
317937,391275,145585,6218
317922,391214,135757,6218
317911,391187,151312,6219
317873,391329,163395,6219
317884,391279,167425,6219
317957,391296,160944,6219
317937,391292,150262,6219
317965,391410,137996,6219
317980,391387,140172,6219
317952,391376,157031,6219
317974,391403,173497,6220
318025,391462,190179,6220
317894,391339,196599,6220
317971,391360,190935,6220
317958,391432,179951,6220
317952,391501,164320,6220
317924,391488,144852,6220
317979,391494,135247,6220
317951,391554,150437,6221
317975,391572,162492,6221
317910,391433,166057,6221
317946,391570,160643,6221
317947,391596,150861,6221
317942,391514,137881,6221
317888,391460,140463,6221
317948,391477,155610,6221
317923,391647,171196,6222
317894,391626,190351,6222
317891,391489,200250,6222
317936,391582,195275,6222
317863,391583,183386,6222
317950,391667,166522,6222
317867,391560,146628,6222
317871,391567,132841,6222
317879,391668,148488,6223
317898,391710,161638,6223
317820,391552,164436,6223
317884,391584,158112,6223
317899,391692,147360,6223
317859,391668,134584,6223
317863,391675,144335,6223
317883,391569,159531,6223
317802,391686,173207,6224
317886,391673,189210,6224
317879,391621,196946,6224
317887,391588,192746,6224
317911,391785,182051,6224
317847,391717,165768,6224
317812,391698,144690,6224
317958,391584,136109,6224
317881,391722,150899,6225
317893,391827,162006,6225
317852,391692,163997,6225
317965,391696,157833,6225
317895,391789,148158,6225
317875,391868,136114,6225
317934,391694,142180,6225
317900,391806,157435,6225
317924,391903,171115,6226
317929,391936,187795,6226
317890,391788,195730,6226
317903,391881,190727,6226
317914,392010,181535,6226
317910,391922,167389,6226
317884,391924,147248,6226
317875,391954,132119,6226
317966,392020,145365,6227
317925,392109,157471,6227
317882,392031,161754,6227
317974,392064,158559,6227
317943,392122,147905,6227
318002,392239,135095,6227
318032,392059,141517,6227
318026,392182,157880,6227
317976,392262,172499,6228
318005,392297,189187,6228
317959,392314,198162,6228
318069,392283,194611,6228
318030,392277,183675,6228
318011,392332,167626,6228
318047,392282,147221,6228
318116,392366,133371,6228
317991,392429,149091,6229
318007,392339,160790,6229
318033,392552,162058,6229
318040,392392,155742,6229
318039,392476,145546,6229
317988,392451,132631,6229
318102,392456,144648,6229
318077,392429,160356,6229
318091,392582,176235,6230
318097,392550,192259,6230
318110,392638,198698,6230
318110,392530,193110,6230
318104,392624,182391,6230
318087,392567,168277,6230
318099,392724,150043,6230
318104,392591,132503,6230
318125,392653,145412,6231
318200,392637,158361,6231
318104,392672,162133,6231
318136,392592,156861,6231
318118,392581,145650,6231
318120,392602,132296,6231
318115,392557,144211,6231
318109,392595,158355,6231
318066,392657,172834,6232
318167,392568,189804,6232
318103,392563,198939,6232
318112,392496,194823,6232
318089,392464,183423,6232
318110,392492,167982,6232
318000,392407,149036,6232
318008,392318,131916,6232
317936,392341,144671,6233
317969,392272,157224,6233
317965,392194,160638,6233
317898,392126,153721,6233
317901,392047,142625,6233
317847,392002,132481,6233
317840,391870,146332,6233
317801,391725,159957,6233
317756,391715,175886,6234
317716,391545,192673,6234
317620,391370,200229,6234
317661,391288,196314,6234
317548,391127,185533,6234
317534,391063,167669,6234
317565,390909,149610,6234
317439,390776,134172,6234
317365,390655,143323,6235
317401,390488,155106,6235
317239,390334,159802,6235
317224,390161,154720,6235
317142,390119,143785,6235
317145,389847,131102,6235
317073,389691,146066,6235
317006,389610,160210,6235
316955,389508,174396,6236
316910,389350,191012,6236
316868,389164,200001,6236
316777,388996,195700,6236
316759,388866,184318,6236
316752,388735,168733,6236
316678,388657,150291,6236
316615,388566,132817,6236
316581,388393,144643,6237
316520,388300,156810,6237
316428,388091,160420,6237
316406,388101,156270,6237
316341,387946,147152,6237
316360,387921,133294,6237
316302,387797,144712,6237
316258,387751,158445,6237
316226,387565,173106,6238
316200,387441,190137,6238
316167,387404,199032,6238
316215,387354,193619,6238
316183,387190,181431,6238
316122,387137,167536,6238
316092,387114,150788,6238
316066,387003,133813,6238
316012,386954,143697,6239
316019,386935,156869,6239
315967,386873,161182,6239
316009,386766,156602,6239
315968,386741,147207,6239
315973,386679,135312,6239
315948,386599,141544,6239
315989,386614,156301,6239
315883,386485,170018,6240
315970,386482,185874,6240
315841,386536,194796,6240
315887,386398,191120,6240
315898,386311,180263,6240
315829,386353,165575,6240
315820,386364,148133,6240
315800,386049,131206,6240
315808,386104,145636,6241
315721,386146,157641,6241
