Intestazione File:
426217,524287,160730,12969
426247,524287,158844,12969
426229,524287,155003,12969
426240,524287,152112,12969
426206,524287,148440,12969
426198,524287,143005,12969
426167,524287,139439,12969
426227,524287,137461,12969
426121,524287,134770,12970
426186,524287,134038,12970
426163,524287,137121,12970
426135,524287,140168,12970
426151,524287,145974,12970
426152,524287,151162,12970
426081,524287,153337,12970
426103,524287,156189,12970
426020,524287,158737,12971
426097,524287,158315,12971
426047,524287,155191,12971
426001,524287,151696,12971
425960,524287,148336,12971
425955,524287,143293,12971
425920,524287,139062,12971
425902,524287,137450,12971
425868,524287,134301,12972
425883,524287,133770,12972
425769,524287,136345,12972
425808,524287,139590,12972
425758,524287,144048,12972
425730,524287,150232,12972
425681,524287,156409,12972
425675,524287,160872,12972
425666,524287,161368,12973
425614,524287,158977,12973
425570,524287,154171,12973
425529,524287,149439,12973
425504,524287,144616,12973
425502,524287,141774,12973
425465,524287,139634,12973
425422,524287,135915,12973
425402,524287,131606,12974
425397,524287,132989,12974
425316,524287,134209,12974
425299,524287,140285,12974
425241,524287,145880,12974
425250,524287,151150,12974
425169,524287,155626,12974
425165,524287,158900,12974
425111,524287,160083,12975
425095,524287,158855,12975
425035,524287,156581,12975
425037,524287,154038,12975
424949,524287,150693,12975
424919,524287,145582,12975
424872,524287,142272,12975
424858,524287,139729,12975
424835,524287,136545,12976
424765,524287,136757,12976
424693,524287,140998,12976
424649,524287,145843,12976
424703,524287,152125,12976
424619,524287,159099,12976
424583,524287,162242,12976
424534,524287,163881,12976
424587,524287,166227,12977
424481,524287,167401,12977
424409,524287,164651,12977
424411,524287,159059,12977
424417,524287,153569,12977
424335,524287,148965,12977
424284,524287,145267,12977
424228,524287,139957,12977
424196,524287,135376,12978
424172,524287,135592,12978
424127,524287,137121,12978
424051,524287,140590,12978
424049,524287,146713,12978
424057,524287,152254,12978
424017,524287,155641,12978
423921,524287,156247,12978
423920,524287,157578,12979
423832,524287,157954,12979
423866,524287,155504,12979
423808,524287,150683,12979
423765,524287,146382,12979
423744,524287,141163,12979
423673,524287,133896,12979
423640,524287,132326,12979
423627,524287,132020,12980
423640,524287,131710,12980
423571,524287,133550,12980
423572,524287,139078,12980
423572,524287,144908,12980
423501,524287,149161,12980
423466,524287,152016,12980
423443,524287,154806,12980
423493,524287,155976,12981
423429,524287,155421,12981
423406,524287,152493,12981
423373,524287,148901,12981
423409,524287,144922,12981
423359,524287,139295,12981
423316,524287,135332,12981
423363,524287,132904,12981
423292,524287,133182,12982
423277,524287,134094,12982
423256,524287,132483,12982
423266,524287,138381,12982
423282,524287,144109,12982
423193,524287,148679,12982
423264,524287,151687,12982
423240,524287,155216,12982
423192,524287,156504,12983
423199,524287,154893,12983
423139,524287,151820,12983
423155,524287,148635,12983
423137,524287,144503,12983
423111,524287,138589,12983
423113,524287,134444,12983
423138,524287,131238,12983
423107,524287,135216,12984
423140,524287,134911,12984
423058,524287,131750,12984
423065,524287,136643,12984
423043,524287,143214,12984
423041,524287,148781,12984
423006,524287,152025,12984
423010,524287,157129,12984
422991,524287,160831,12985
422986,524287,154999,12985
422956,524287,149219,12985
422959,524287,147209,12985
422940,524287,143246,12985
422923,524287,139645,12985
422878,524287,136205,12985
422903,524287,131505,12985
422859,524287,135017,12986
422876,524287,135047,12986
422880,524287,131074,12986
422852,524287,135996,12986
422869,524287,142012,12986
422812,524287,148173,12986
422826,524287,151982,12986
422820,524287,155079,12986
422790,524287,156871,12987
422803,524287,154171,12987
422821,524287,149687,12987
422797,524287,146238,12987
422770,524287,141641,12987
422772,524287,137162,12987
422744,524287,134505,12987
422757,524287,131088,12987
422796,524287,136008,12988
422732,524287,136449,12988
422763,524287,132049,12988
422737,524287,135085,12988
422725,524287,141138,12988
422691,524287,147148,12988
422667,524287,151601,12988
422705,524287,155452,12988
422675,524287,156433,12989
422706,524287,154193,12989
422681,524287,150536,12989
422691,524287,146668,12989
422650,524287,143035,12989
422696,524287,138384,12989
422642,524287,133571,12989
422685,524287,132202,12989
422638,524287,135290,12990
422647,524287,135311,12990
422666,524287,131295,12990
422642,524287,135911,12990
422604,524287,142022,12990
422675,524287,146722,12990
422667,524287,152171,12990
422678,524287,156025,12990
422607,524287,156031,12991
422660,524287,153625,12991
422653,524287,149403,12991
422692,524287,146297,12991
422654,524287,143091,12991
422662,524287,137885,12991
422661,524287,133958,12991
422665,524287,131883,12991
422677,524287,134510,12992
422717,524287,134245,12992
422674,524287,131117,12992
422686,524287,134980,12992
422696,524287,140738,12992
422693,524287,147095,12992
422699,524287,150195,12992
422676,524287,153108,12992
422649,524287,155307,12993
422707,524287,153762,12993
422742,524287,149677,12993
422719,524287,146392,12993
422701,524287,144757,12993
422725,524287,140468,12993
422725,524287,134695,12993
422721,524287,131862,12993
422719,524287,134916,12994
422693,524287,134214,12994
422730,524287,132610,12994
422710,524287,136478,12994
422749,524287,141365,12994
422735,524287,147694,12994
422722,524287,151966,12994
422724,524287,154392,12994
422707,524287,155223,12995
422721,524287,154034,12995
422668,524287,150656,12995
422704,524287,146719,12995
422675,524287,142678,12995
422723,524287,138062,12995
422709,524287,134316,12995
422689,524287,131422,12995
422671,524287,134386,12996
422692,524287,132962,12996
422722,524287,131430,12996
422673,524287,135264,12996
422671,524287,142659,12996
422644,524287,149332,12996
422731,524287,152513,12996
422736,524287,153990,12996
422678,524287,154313,12997
422669,524287,151807,12997
422647,524287,149030,12997
422625,524287,147263,12997
422611,524287,144492,12997
422634,524287,139458,12997
422646,524287,134965,12997
422647,524287,131693,12997
422588,524287,134916,12998
422621,524287,133670,12998
422607,524287,132833,12998
422646,524287,136263,12998
422610,524287,142054,12998
422580,524287,149874,12998
422541,524287,153466,12998
422569,524287,155484,12998
422514,524287,155327,12999
422543,524287,152616,12999
422474,524287,149199,12999
422494,524287,146718,12999
422451,524287,143846,12999
422500,524287,139156,12999
422448,524287,135227,12999
422425,524287,131329,12999
422408,524287,135132,13000
422421,524287,133984,13000
422387,524287,131993,13000
422369,524287,137196,13000
422332,524287,141730,13000
422327,524287,147101,13000
422273,524287,151686,13000
422266,524287,154031,13000
422229,524287,154939,13001
422214,524287,154176,13001
422195,524287,150711,13001
422177,524287,147475,13001
422129,524287,142482,13001
422098,524287,137709,13001
422072,524287,135058,13001
422010,524287,133700,13001
422003,524287,131385,13002
421963,524287,132663,13002
421958,524287,131994,13002
421917,524287,136518,13002
421884,524287,143216,13002
421852,524287,149613,13002
421845,524287,152144,13002
421798,524287,153876,13002
421756,524287,155356,13003
421736,524287,154615,13003
421758,524287,151020,13003
421708,524287,146840,13003
421657,524287,143461,13003
421623,524287,139563,13003
421625,524287,135830,13003
421605,524287,132918,13003
421564,524287,131784,13004
421502,524287,132175,13004
421476,524287,132822,13004
421438,524287,136914,13004
421397,524287,142582,13004
421415,524287,147927,13004
421345,524287,151362,13004
421295,524287,153373,13004
421314,524287,154056,13005
421280,524287,151999,13005
421221,524287,148552,13005
421190,524287,145333,13005
421188,524287,142619,13005
421167,524287,138822,13005
421160,524287,135691,13005
421081,524287,132248,13005
421084,524287,132010,13006
421071,524287,133916,13006
420997,524287,131183,13006
421013,524287,135713,13006
420963,524287,140931,13006
420909,524287,146580,13006
420899,524287,150273,13006
420889,524287,149665,13006
420848,524287,149112,13007
420825,524287,148645,13007
420828,524287,146639,13007
420787,524287,142739,13007
420735,524287,138837,13007
420734,524287,134775,13007
420722,524287,131198,13007
420712,524287,134366,13007
420672,524287,136918,13008
420636,524287,135379,13008
420630,524287,131174,13008
420617,524287,134207,13008
420634,524287,137905,13008
420577,524287,141900,13008
420555,524287,146476,13008
420525,524287,148911,13008
420480,524287,148134,13009
420512,524287,146945,13009
420459,524287,145454,13009
420423,524287,141566,13009
420395,524287,137580,13009
420401,524287,134554,13009
420367,524287,131673,13009
420366,524287,134531,13009
420403,524287,136745,13010
420361,524287,136704,13010
420347,524287,134657,13010
420310,524287,132186,13010
420328,524287,137252,13010
420333,524287,141086,13010
420274,524287,144563,13010
420247,524287,147657,13010
420218,524287,148458,13011
420191,524287,145302,13011
420164,524287,143581,13011
420194,524287,140987,13011
420171,524287,136325,13011
